Charge Year,Month Name,Month Date,Customer Class,Consumption
2012,August,Aug 2012,Residential,1375633
2012,August,Aug 2012,Commercial,1135845
2012,August,Aug 2012,Other,161084
2012,August,Aug 2012,Interdepartmental,175043
2012,September,Sep 2012,Other,158496
2012,September,Sep 2012,Interdepartmental,132511
2012,September,Sep 2012,Residential,1269098
2012,September,Sep 2012,Commercial,1026020
2012,October,Oct 2012,Commercial,886803
2012,October,Oct 2012,Interdepartmental,92725
2012,October,Oct 2012,Residential,1204742
2012,October,Oct 2012,Other,138049
2012,November,Nov 2012,Commercial,989617
2012,November,Nov 2012,Residential,1191161
2012,November,Nov 2012,Other,131707
2012,November,Nov 2012,Interdepartmental,73450
2012,December,Dec 2012,Other,86391
2012,December,Dec 2012,Interdepartmental,42891
2012,December,Dec 2012,Commercial,875565
2012,December,Dec 2012,Residential,1041676
2013,January,Jan 2013,Other,61237
2013,January,Jan 2013,Commercial,715211
2013,January,Jan 2013,Interdepartmental,22050
2013,January,Jan 2013,Residential,867529
2013,February,Feb 2013,Interdepartmental,17873
2013,February,Feb 2013,Other,53472
2013,February,Feb 2013,Residential,824503
2013,February,Feb 2013,Commercial,692039
2013,March,Mar 2013,Commercial,702861
2013,March,Mar 2013,Residential,847752
2013,March,Mar 2013,Interdepartmental,19878
2013,March,Mar 2013,Other,55056
2013,April,Apr 2013,Residential,1024546
2013,April,Apr 2013,Commercial,754399
2013,April,Apr 2013,Interdepartmental,37083
2013,April,Apr 2013,Other,80379
2013,May,May 2013,Interdepartmental,99291
2013,May,May 2013,Other,119696
2013,May,May 2013,Commercial,873403
2013,May,May 2013,Residential,1240022
2013,June,Jun 2013,Residential,1480171
2013,June,Jun 2013,Commercial,1077820
2013,June,Jun 2013,Other,157975
2013,June,Jun 2013,Interdepartmental,194606
2013,July,Jul 2013,Commercial,1161644
2013,July,Jul 2013,Residential,1551626
2013,July,Jul 2013,Interdepartmental,218926
2013,July,Jul 2013,Other,188720
2013,August,Aug 2013,Commercial,1145199
2013,August,Aug 2013,Interdepartmental,179144
2013,August,Aug 2013,Residential,1409945
2013,August,Aug 2013,Other,170873
2013,September,Sep 2013,Other,161482
2013,September,Sep 2013,Interdepartmental,162155
2013,September,Sep 2013,Commercial,1067028
2013,September,Sep 2013,Residential,1344379
2013,October,Oct 2013,Other,127119
2013,October,Oct 2013,Interdepartmental,99766
2013,October,Oct 2013,Residential,1231354
2013,October,Oct 2013,Commercial,928811
2013,November,Nov 2013,Commercial,963412
2013,November,Nov 2013,Residential,1190703
2013,November,Nov 2013,Interdepartmental,65316
2013,November,Nov 2013,Other,111783
2013,December,Dec 2013,Residential,959166
2013,December,Dec 2013,Interdepartmental,44273
2013,December,Dec 2013,Commercial,814590
2013,December,Dec 2013,Other,78453
2014,January,Jan 2014,Residential,889761
2014,January,Jan 2014,Commercial,729424
2014,January,Jan 2014,Other,60457
2014,January,Jan 2014,Interdepartmental,19552
2014,February,Feb 2014,Other,75249
2014,February,Feb 2014,Interdepartmental,19383
2014,February,Feb 2014,Commercial,751610
2014,February,Feb 2014,Residential,913053
2014,March,Mar 2014,Other,77451
2014,March,Mar 2014,Interdepartmental,23277
2014,March,Mar 2014,Commercial,744746
2014,March,Mar 2014,Residential,917793
2014,April,Apr 2014,Interdepartmental,41044
2014,April,Apr 2014,Other,97619
2014,April,Apr 2014,Commercial,784467
2014,April,Apr 2014,Residential,1040156
2014,May,May 2014,Commercial,917392
2014,May,May 2014,Residential,1225914
2014,May,May 2014,Interdepartmental,89706
2014,May,May 2014,Other,133979
2014,June,Jun 2014,Residential,1470259
2014,June,Jun 2014,Commercial,1104984
2014,June,Jun 2014,Interdepartmental,172518
2014,June,Jun 2014,Other,161652
2014,July,Jul 2014,Residential,1538364
2014,July,Jul 2014,Interdepartmental,235378
2014,July,Jul 2014,Commercial,1182688
2014,July,Jul 2014,Other,182054
2014,August,Aug 2014,Residential,1433419
2014,August,Aug 2014,Commercial,1163640
2014,August,Aug 2014,Interdepartmental,219761
2014,August,Aug 2014,Other,176903
2014,September,Sep 2014,Interdepartmental,135214
2014,September,Sep 2014,Other,152025
2014,September,Sep 2014,Commercial,1032732
2014,September,Sep 2014,Residential,1276362
2014,October,Oct 2014,Other,110839
2014,October,Oct 2014,Interdepartmental,54097
2014,October,Oct 2014,Commercial,855085
2014,October,Oct 2014,Residential,1046600
2014,November,Nov 2014,Other,112678
2014,November,Nov 2014,Interdepartmental,34412
2014,November,Nov 2014,Commercial,878644
2014,November,Nov 2014,Residential,1066444
2014,December,Dec 2014,Other,108739
2014,December,Dec 2014,Residential,1015757
2014,December,Dec 2014,Commercial,860440
2014,December,Dec 2014,Interdepartmental,30737
2015,January,Jan 2015,Other,62153
2015,January,Jan 2015,Interdepartmental,18452
2015,January,Jan 2015,Residential,833598
2015,January,Jan 2015,Commercial,722724
2015,February,Feb 2015,Residential,808805
2015,February,Feb 2015,Commercial,708707
2015,February,Feb 2015,Interdepartmental,16932
2015,February,Feb 2015,Other,67811
2015,March,Mar 2015,Interdepartmental,18190
2015,March,Mar 2015,Other,80803
2015,March,Mar 2015,Commercial,740863
2015,March,Mar 2015,Residential,869554
2015,April,Apr 2015,Residential,1036134
2015,April,Apr 2015,Commercial,804404
2015,April,Apr 2015,Other,124242
2015,April,Apr 2015,Interdepartmental,34144
2015,May,May 2015,Commercial,879523
2015,May,May 2015,Residential,1110410
2015,May,May 2015,Interdepartmental,73410
2015,May,May 2015,Other,180058
2015,June,Jun 2015,Other,183173
2015,June,Jun 2015,Interdepartmental,115752
2015,June,Jun 2015,Commercial,960822
2015,June,Jun 2015,Residential,1223825
2015,July,Jul 2015,Residential,1424556
2015,July,Jul 2015,Commercial,1090879
2015,July,Jul 2015,Other,246986
2015,July,Jul 2015,Interdepartmental,194164
2015,August,Aug 2015,Residential,1387001
2015,August,Aug 2015,Commercial,1137055
2015,August,Aug 2015,Interdepartmental,221193
2015,August,Aug 2015,Other,214310
2015,September,Sep 2015,Interdepartmental,176135
2015,September,Sep 2015,Other,228908
2015,September,Sep 2015,Commercial,1078662
2015,September,Sep 2015,Residential,1312176
2015,October,Oct 2015,Interdepartmental,94861
2015,October,Oct 2015,Other,164337
2015,October,Oct 2015,Commercial,955469
2015,October,Oct 2015,Residential,1156635
2015,November,Nov 2015,Residential,1074497
2015,November,Nov 2015,Commercial,923065
2015,November,Nov 2015,Interdepartmental,40159
2015,November,Nov 2015,Other,167725
2015,December,Dec 2015,Residential,973054
2015,December,Dec 2015,Commercial,847016
2015,December,Dec 2015,Interdepartmental,26989
2015,December,Dec 2015,Other,103746
2016,January,Jan 2016,Other,76069
2016,January,Jan 2016,Interdepartmental,19757
2016,January,Jan 2016,Commercial,701519
2016,January,Jan 2016,Residential,822877
2016,February,Feb 2016,Interdepartmental,18517
2016,February,Feb 2016,Other,79595
2016,February,Feb 2016,Commercial,706493
2016,February,Feb 2016,Residential,853807
2016,March,Mar 2016,Residential,1004722
2016,March,Mar 2016,Commercial,832655
2016,March,Mar 2016,Interdepartmental,31339
2016,March,Mar 2016,Other,116539
2016,April,Apr 2016,Other,136949
2016,April,Apr 2016,Interdepartmental,56825
2016,April,Apr 2016,Residential,1078230
2016,April,Apr 2016,Commercial,848302
2016,May,May 2016,Other,164857
2016,May,May 2016,Interdepartmental,77725
2016,May,May 2016,Residential,1141015
2016,May,May 2016,Commercial,862422
2016,June,Jun 2016,Other,223870
2016,June,Jun 2016,Interdepartmental,170473
2016,June,Jun 2016,Residential,1391272
2016,June,Jun 2016,Commercial,1034497
2016,July,Jul 2016,Other,271158
2016,July,Jul 2016,Commercial,1181411
2016,July,Jul 2016,Interdepartmental,231801.32
2016,July,Jul 2016,Residential,1524452
2016,August,Aug 2016,Residential,1422058
2016,August,Aug 2016,Commercial,1186680
2016,August,Aug 2016,Other,261916
2016,August,Aug 2016,Interdepartmental,206843.53
2016,September,Sep 2016,Other,228975
2016,September,Sep 2016,Interdepartmental,199403.81
2016,September,Sep 2016,Commercial,1131254
2016,September,Sep 2016,Residential,1331309
2016,October,Oct 2016,Residential,1194573
2016,October,Oct 2016,Commercial,984812
2016,October,Oct 2016,Interdepartmental,129476.29
2016,October,Oct 2016,Other,177543
2016,November,Nov 2016,Interdepartmental,67357.08
2016,November,Nov 2016,Other,196293
2016,November,Nov 2016,Commercial,1006400
2016,November,Nov 2016,Residential,1173206
2016,December,Dec 2016,Commercial,908806
2016,December,Dec 2016,Residential,1045247
2016,December,Dec 2016,Interdepartmental,35724
2016,December,Dec 2016,Other,128459
2017,January,Jan 2017,Residential,859658
2017,January,Jan 2017,Interdepartmental,22890
2017,January,Jan 2017,Commercial,745739
2017,January,Jan 2017,Other,91950
2017,February,Feb 2017,Interdepartmental,16608
2017,February,Feb 2017,Other,68126
2017,February,Feb 2017,Commercial,691775
2017,February,Feb 2017,Residential,789588
2017,March,Mar 2017,Other,78861
2017,March,Mar 2017,Interdepartmental,17976.01
2017,March,Mar 2017,Residential,864565
2017,March,Mar 2017,Commercial,729813
2017,April,Apr 2017,Residential,1033021
2017,April,Apr 2017,Commercial,812207
2017,April,Apr 2017,Interdepartmental,32985.12
2017,April,Apr 2017,Other,118515
2017,May,May 2017,Residential,1195285
2017,May,May 2017,Commercial,920678
2017,May,May 2017,Other,174466
2017,May,May 2017,Interdepartmental,103437.74
2017,June,Jun 2017,Commercial,1069070
2017,June,Jun 2017,Residential,1395168
2017,June,Jun 2017,Interdepartmental,171742.81
2017,June,Jun 2017,Other,249975
2017,July,Jul 2017,Residential,1586010
2017,July,Jul 2017,Commercial,1238972
2017,July,Jul 2017,Interdepartmental,234500.98
2017,July,Jul 2017,Other,285076
2017,August,Aug 2017,Residential,1323573
2017,August,Aug 2017,Commercial,1143688
2017,August,Aug 2017,Other,235514
2017,August,Aug 2017,Interdepartmental,177444.64
2017,September,Sep 2017,Interdepartmental,199949.97
2017,September,Sep 2017,Other,223946
2017,September,Sep 2017,Commercial,1128885
2017,September,Sep 2017,Residential,1336764
2017,October,Oct 2017,Commercial,1045767
2017,October,Oct 2017,Residential,1304780
2017,October,Oct 2017,Interdepartmental,149745.14
2017,October,Oct 2017,Other,189537
2017,November,Nov 2017,Other,181263
2017,November,Nov 2017,Commercial,1059201
2017,November,Nov 2017,Interdepartmental,93305.06
2017,November,Nov 2017,Residential,1263796
2017,December,Dec 2017,Interdepartmental,47908.05
2017,December,Dec 2017,Other,154455
2017,December,Dec 2017,Commercial,990410
2017,December,Dec 2017,Residential,1135773
2018,January,Jan 2018,Residential,975977
2018,January,Jan 2018,Commercial,824351
2018,January,Jan 2018,Interdepartmental,30275
2018,January,Jan 2018,Other,108842
2018,February,Feb 2018,Residential,899393
2018,February,Feb 2018,Commercial,780253
2018,February,Feb 2018,Other,101389
2018,February,Feb 2018,Interdepartmental,23394.01
2018,March,Mar 2018,Other,139037
2018,March,Mar 2018,Interdepartmental,35492.13
2018,March,Mar 2018,Commercial,807845
2018,March,Mar 2018,Residential,955112
2018,April,Apr 2018,Other,168653
2018,April,Apr 2018,Interdepartmental,62944.26
2018,April,Apr 2018,Residential,1086636
2018,April,Apr 2018,Commercial,866054
2018,May,May 2018,Other,190858
2018,May,May 2018,Interdepartmental,94402.37
2018,May,May 2018,Commercial,960997
2018,May,May 2018,Residential,1235625
2018,June,Jun 2018,Residential,1452793
2018,June,Jun 2018,Commercial,1134181
2018,June,Jun 2018,Other,236556
2018,June,Jun 2018,Interdepartmental,209121.88
2018,July,Jul 2018,Interdepartmental,232077.74
2018,July,Jul 2018,Other,262732
2018,July,Jul 2018,Commercial,1233931
2018,July,Jul 2018,Residential,1511138
2018,August,Aug 2018,Residential,1411429
2018,August,Aug 2018,Interdepartmental,202945.69
2018,August,Aug 2018,Commercial,1201528
2018,August,Aug 2018,Other,253633
2018,September,Sep 2018,Other,236518
2018,September,Sep 2018,Interdepartmental,171435.5
2018,September,Sep 2018,Commercial,1137614
2018,September,Sep 2018,Residential,1343338
2018,October,Oct 2018,Residential,1188354
2018,October,Oct 2018,Commercial,988010
2018,October,Oct 2018,Interdepartmental,136637.17
2018,October,Oct 2018,Other,195069
2018,November,Nov 2018,Commercial,924805
2018,November,Nov 2018,Residential,1053669
2018,November,Nov 2018,Interdepartmental,42351.02
2018,November,Nov 2018,Other,129538
2018,December,Dec 2018,Interdepartmental,67878.02
2018,December,Dec 2018,Commercial,949997
2018,December,Dec 2018,Residential,1054102
2018,December,Dec 2018,Other,178203
2019,January,Jan 2019,Residential,881255
2019,January,Jan 2019,Commercial,777014
2019,January,Jan 2019,Interdepartmental,34259.01
2019,January,Jan 2019,Other,97583
2019,February,Feb 2019,Interdepartmental,23655.82
2019,February,Feb 2019,Other,114984
2019,February,Feb 2019,Commercial,719785
2019,February,Feb 2019,Residential,799514
2019,March,Mar 2019,Other,70213
2019,March,Mar 2019,Interdepartmental,22236.03
2019,March,Mar 2019,Residential,788176
2019,March,Mar 2019,Commercial,705033
2019,April,Apr 2019,Other,145949
2019,April,Apr 2019,Interdepartmental,41574.06
2019,April,Apr 2019,Residential,946271
2019,April,Apr 2019,Commercial,761203
2019,May,May 2019,Residential,1119221
2019,May,May 2019,Commercial,891204
2019,May,May 2019,Interdepartmental,89890.37
2019,May,May 2019,Other,239759
2019,June,Jun 2019,Other,229796
2019,June,Jun 2019,Residential,1290716
2019,June,Jun 2019,Commercial,1045209
2019,June,Jun 2019,Interdepartmental,175571.64
2019,July,Jul 2019,Interdepartmental,238259.9
2019,July,Jul 2019,Other,273128
2019,July,Jul 2019,Commercial,1199374
2019,July,Jul 2019,Residential,1478510
2019,August,Aug 2019,Other,273833
2019,August,Aug 2019,Commercial,1224299
2019,August,Aug 2019,Interdepartmental,218197.65
2019,August,Aug 2019,Residential,1423962
2019,September,Sep 2019,Commercial,1234759
2019,September,Sep 2019,Residential,1407278
2019,September,Sep 2019,Interdepartmental,213294.55
2019,September,Sep 2019,Other,262765
2019,October,Oct 2019,Commercial,1031958
2019,October,Oct 2019,Interdepartmental,142315.23
2019,October,Oct 2019,Residential,1242825
2019,October,Oct 2019,Other,203518
2019,November,Nov 2019,Residential,1206695
2019,November,Nov 2019,Commercial,1028354
2019,November,Nov 2019,Other,168402
2019,November,Nov 2019,Interdepartmental,78092.12
2019,December,Dec 2019,Other,119081
2019,December,Dec 2019,Interdepartmental,52178.01
2019,December,Dec 2019,Residential,977101
2019,December,Dec 2019,Commercial,888446
2020,January,Jan 2020,Interdepartmental,34017.03
2020,January,Jan 2020,Other,73336
2020,January,Jan 2020,Commercial,737130
2020,January,Jan 2020,Residential,842048
2020,February,Feb 2020,Commercial,739299
2020,February,Feb 2020,Residential,847911.8
2020,February,Feb 2020,Interdepartmental,25223.02
2020,February,Feb 2020,Other,78927
2020,March,Mar 2020,Residential,888751
2020,March,Mar 2020,Commercial,764563
2020,March,Mar 2020,Interdepartmental,27862.01
2020,March,Mar 2020,Other,79090
2020,April,Apr 2020,Other,77642
2020,April,Apr 2020,Interdepartmental,30117.06
2020,April,Apr 2020,Commercial,709642
2020,April,Apr 2020,Residential,932734
2020,May,May 2020,Commercial,888961
2020,May,May 2020,Residential,1246405
2020,May,May 2020,Other,152132
2020,May,May 2020,Interdepartmental,98139.4
2020,June,Jun 2020,Other,200515
2020,June,Jun 2020,Interdepartmental,226692.73
2020,June,Jun 2020,Residential,1508955
2020,June,Jun 2020,Commercial,1137141
2020,July,Jul 2020,Interdepartmental,259959.87
2020,July,Jul 2020,Residential,1572678
2020,July,Jul 2020,Commercial,1240472
2020,July,Jul 2020,Other,209202
2020,August,Aug 2020,Other,228221
2020,August,Aug 2020,Commercial,1306023
2020,August,Aug 2020,Residential,1587412
2020,August,Aug 2020,Interdepartmental,249603.73
2020,September,Sep 2020,Residential,1555563
2020,September,Sep 2020,Commercial,1307206
2020,September,Sep 2020,Interdepartmental,227719.51
2020,September,Sep 2020,Other,247307
2020,October,Oct 2020,Commercial,1138058
2020,October,Oct 2020,Residential,1414274
2020,October,Oct 2020,Interdepartmental,179227.35
2020,October,Oct 2020,Other,217704
2020,November,Nov 2020,Other,180638
2020,November,Nov 2020,Interdepartmental,92746.07
2020,November,Nov 2020,Residential,1339715
2020,November,Nov 2020,Commercial,1128532
2020,December,Dec 2020,Residential,1182094
2020,December,Dec 2020,Commercial,1008247
2020,December,Dec 2020,Other,138880
2020,December,Dec 2020,Interdepartmental,48062.03
2021,January,Jan 2021,Other,88482
2021,January,Jan 2021,Interdepartmental,34596.03
2021,January,Jan 2021,Residential,1016911
2021,January,Jan 2021,Commercial,857419
2021,February,Feb 2021,Residential,927207
2021,February,Feb 2021,Commercial,791185
2021,February,Feb 2021,Other,101139
2021,February,Feb 2021,Interdepartmental,31411.01
2021,March,Mar 2021,Commercial,802703
2021,March,Mar 2021,Residential,981552
2021,March,Mar 2021,Interdepartmental,37102.02
2021,March,Mar 2021,Other,110282
2021,April,Apr 2021,Other,140870
2021,April,Apr 2021,Interdepartmental,60149.21
2021,April,Apr 2021,Commercial,842099
2021,April,Apr 2021,Residential,1076263
2021,May,May 2021,Other,205131
2021,May,May 2021,Interdepartmental,142383.66
2021,May,May 2021,Commercial,988894
2021,May,May 2021,Residential,1234989
2021,June,Jun 2021,Residential,1471270
2021,June,Jun 2021,Commercial,1168959
2021,June,Jun 2021,Interdepartmental,233276.88
2021,June,Jun 2021,Other,287124
2021,July,Jul 2021,Other,306689
2021,July,Jul 2021,Interdepartmental,256562.8
2021,July,Jul 2021,Residential,1571306
2021,July,Jul 2021,Commercial,1300344
2021,August,Aug 2021,Interdepartmental,152769.4
2021,August,Aug 2021,Other,260466
2021,August,Aug 2021,Commercial,1178271
2021,August,Aug 2021,Residential,1279896
2021,September,Sep 2021,Commercial,1062617
2021,September,Sep 2021,Residential,1212250
2021,September,Sep 2021,Interdepartmental,119605.44
2021,September,Sep 2021,Other,216300
2021,October,Oct 2021,Residential,1210737
2021,October,Oct 2021,Commercial,1052550
2021,October,Oct 2021,Other,211008
2021,October,Oct 2021,Interdepartmental,108115.13
2021,November,Nov 2021,Residential,1176713
2021,November,Nov 2021,Commercial,999843
2021,November,Nov 2021,Interdepartmental,58304.06
2021,November,Nov 2021,Other,190019
2021,December,Dec 2021,Residential,1151992
2021,December,Dec 2021,Commercial,1046491
2021,December,Dec 2021,Interdepartmental,47420.04
2021,December,Dec 2021,Other,205940
2022,January,Jan 2022,Other,104474
2022,January,Jan 2022,Interdepartmental,29959.02
2022,January,Jan 2022,Residential,921746
2022,January,Jan 2022,Commercial,818663
2022,February,Feb 2022,Commercial,807542
2022,February,Feb 2022,Interdepartmental,30645.04
2022,February,Feb 2022,Other,102964
2022,February,Feb 2022,Residential,917006
2022,March,Mar 2022,Other,107867
2022,March,Mar 2022,Interdepartmental,35222.07
2022,March,Mar 2022,Commercial,806497
2022,March,Mar 2022,Residential,940740
2022,April,Apr 2022,Commercial,838390
2022,April,Apr 2022,Residential,1011236
2022,April,Apr 2022,Interdepartmental,60620.13
2022,April,Apr 2022,Other,135125
2022,May,May 2022,Residential,1201208
2022,May,May 2022,Commercial,988104
2022,May,May 2022,Other,205825
2022,May,May 2022,Interdepartmental,120959.45
2022,June,Jun 2022,Other,314114
2022,June,Jun 2022,Interdepartmental,213215.8
2022,June,Jun 2022,Commercial,1226119
2022,June,Jun 2022,Residential,1478464
2022,July,Jul 2022,Interdepartmental,229232.61
2022,July,Jul 2022,Other,318705
2022,July,Jul 2022,Commercial,1320250
2022,July,Jul 2022,Residential,1542330
2022,August,Aug 2022,Residential,1390503
2022,August,Aug 2022,Commercial,1263025
2022,August,Aug 2022,Other,284306
2022,August,Aug 2022,Interdepartmental,185435.43
2022,September,Sep 2022,Other,261885
2022,September,Sep 2022,Commercial,1122462
2022,September,Sep 2022,Interdepartmental,168446.46
2022,September,Sep 2022,Residential,1259514
2022,October,Oct 2022,Residential,1206429
2022,October,Oct 2022,Commercial,1056983
2022,October,Oct 2022,Other,234317
2022,October,Oct 2022,Interdepartmental,119352.12
2022,November,Nov 2022,Interdepartmental,58729.03
2022,November,Nov 2022,Other,202098
2022,November,Nov 2022,Commercial,988973
2022,November,Nov 2022,Residential,1112660
2022,December,Dec 2022,Commercial,898898
2022,December,Dec 2022,Residential,1009040
2022,December,Dec 2022,Interdepartmental,39823.02
2022,December,Dec 2022,Other,144891
2023,January,Jan 2023,Commercial,746671
2023,January,Jan 2023,Residential,849889
2023,January,Jan 2023,Interdepartmental,26500.04
2023,January,Jan 2023,Other,95166
2023,February,Feb 2023,Other,98244
2023,February,Feb 2023,Interdepartmental,27197.02
2023,February,Feb 2023,Residential,825617
2023,February,Feb 2023,Commercial,745726
2023,March,Mar 2023,Interdepartmental,30874.03
2023,March,Mar 2023,Other,102670
2023,March,Mar 2023,Commercial,748999
2023,March,Mar 2023,Residential,855423
